"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","913","test_create_employee_minimal","tests.api","2026-09-13","passed","2026-09-13","","test_employees_api","",""
"","2010","test_search_by_existing_report_returns_matching_row[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reports","",""
"","3031","test_search_results_are_filtered_to_the_searched_report[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reports","",""
"","9450","test_add_and_delete_employee[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_pim","",""
"","5864","test_create_report[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reports","",""
"","1987","test_autocomplete_suggests_matching_report_names[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reports","",""
"","472","test_get_employees_returns_data","tests.api","2026-09-13","passed","2026-09-13","","test_employees_api","",""
"","0","test_reset_password[chromium]","tests.ui","2026-09-13","skipped","2026-09-13","","test_reset_pwd","",""
"","329","test_login_with_empty_credentials[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_login","",""
"","1100","test_username_empty[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reset_pwd","",""
"","319","test_create_employee_with_middle_name","tests.api","2026-09-13","passed","2026-09-13","","test_employees_api","",""
"","1666","test_successful_login[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_login","",""
"","1538","test_page_loads[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reset_pwd","",""
"","3839","test_reset_restores_full_report_list[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reports","",""
"","1018","test_create_employee_with_login","tests.api","2026-09-13","passed","2026-09-13","","test_employees_api","",""
"","1657","test_reset_password_cancel[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reset_pwd","",""
"","4973","test_create_and_delete_report[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reports","",""
"","1812","test_login_with_invalid_password[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_login","",""
"","1223","test_search_for_non_existent_report_shows_no_results[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reports","",""
"","3592","test_search_by_employee_name_filters_results[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_pim","",""
"","5973","test_cancel_report_deletion[chromium]","tests.ui","2026-09-13","passed","2026-09-13","","test_reports","",""
