"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2203","test_reset_password_cancel[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reset_pwd","",""
"","276","test_create_employee_minimal","tests.api","2026-09-26","passed","2026-09-26","","test_employees_api","",""
"","595","test_create_employee_with_middle_name","tests.api","2026-09-26","passed","2026-09-26","","test_employees_api","",""
"","5816","test_create_and_delete_report[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reports","",""
"","2524","test_autocomplete_suggests_matching_report_names[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reports","",""
"","2563","test_search_by_existing_report_returns_matching_row[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reports","",""
"","2989","test_username_empty[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reset_pwd","",""
"","10331","test_add_and_delete_employee[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_pim","",""
"","3868","test_search_by_employee_name_filters_results[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_pim","",""
"","5671","test_cancel_report_deletion[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reports","",""
"","3084","test_search_results_are_filtered_to_the_searched_report[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reports","",""
"","0","test_reset_password[chromium]","tests.ui","2026-09-26","skipped","2026-09-26","","test_reset_pwd","",""
"","3384","test_reset_restores_full_report_list[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reports","",""
"","336","test_get_employees_returns_data","tests.api","2026-09-26","passed","2026-09-26","","test_employees_api","",""
"","2174","test_login_with_invalid_password[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_login","",""
"","2133","test_successful_login[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_login","",""
"","2030","test_search_for_non_existent_report_shows_no_results[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reports","",""
"","828","test_create_employee_with_login","tests.api","2026-09-26","passed","2026-09-26","","test_employees_api","",""
"","306","test_login_with_empty_credentials[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_login","",""
"","936","test_page_loads[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reset_pwd","",""
"","5322","test_create_report[chromium]","tests.ui","2026-09-26","passed","2026-09-26","","test_reports","",""
