"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_reset_password[chromium]","tests.ui","2026-08-07","skipped","2026-08-07","","test_reset_pwd","",""
"","1821","test_reset_password_cancel[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reset_pwd","",""
"","5937","test_reset_restores_full_report_list[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reports","",""
"","1206","test_search_for_non_existent_report_shows_no_results[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reports","",""
"","5599","test_search_by_existing_report_returns_matching_row[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reports","",""
"","4749","test_autocomplete_suggests_matching_report_names[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reports","",""
"","8619","test_search_by_employee_name_filters_results[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_pim","",""
"","10932","test_add_and_delete_employee[chromium]","tests.ui","2026-08-07","failed","2026-08-07","","test_pim","",""
"","1348","test_username_empty[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reset_pwd","",""
"","9730","test_cancel_report_deletion[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reports","",""
"","10009","test_create_report[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reports","",""
"","9624","test_successful_login[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_login","",""
"","1130","test_page_loads[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reset_pwd","",""
"","0","test_get_employees_returns_data","tests.api","2026-08-07","skipped","2026-08-07","","test_employees_api","",""
"","6639","test_search_results_are_filtered_to_the_searched_report[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reports","",""
"","3426","test_login_with_empty_credentials[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_login","",""
"","6370","test_login_with_invalid_password[chromium]","tests.ui","2026-08-07","failed","2026-08-07","","test_login","",""
"","9389","test_create_and_delete_report[chromium]","tests.ui","2026-08-07","passed","2026-08-07","","test_reports","",""
