"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","345","test_create_employee_minimal","tests.api","2026-08-10","passed","2026-08-10","","test_employees_api","",""
"","0","test_get_employees_returns_data","tests.api","2026-08-10","skipped","2026-08-10","","test_employees_api","",""
"","4794","test_create_and_delete_report[chromium]","tests.ui","2026-08-10","passed","2026-08-10","","test_reports","",""
"","0","test_reset_password[chromium]","tests.ui","2026-08-10","skipped","2026-08-10","","test_reset_pwd","",""
"","5812","test_create_report[chromium]","tests.ui","2026-08-10","passed","2026-08-10","","test_reports","",""
"","297","test_create_employee_with_middle_name","tests.api","2026-08-10","passed","2026-08-10","","test_employees_api","",""
"","1793","test_successful_login[chromium]","tests.ui","2026-08-10","passed","2026-08-10","","test_login","",""
"","800","test_create_employee_with_login","tests.api","2026-08-10","passed","2026-08-10","","test_employees_api","",""
"","977","test_page_loads[chromium]","tests.ui","2026-08-10","passed","2026-08-10","","test_reset_pwd","",""
