"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1048","test_username_empty[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reset_pwd","",""
"","266","test_create_employee_minimal","tests.api","2026-09-06","passed","2026-09-06","","test_employees_api","",""
"","2535","test_autocomplete_suggests_matching_report_names[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reports","",""
"","2985","test_reset_restores_full_report_list[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reports","",""
"","262","test_create_employee_with_middle_name","tests.api","2026-09-06","passed","2026-09-06","","test_employees_api","",""
"","4736","test_create_and_delete_report[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reports","",""
"","0","test_reset_password[chromium]","tests.ui","2026-09-06","skipped","2026-09-06","","test_reset_pwd","",""
"","2489","test_search_results_are_filtered_to_the_searched_report[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reports","",""
"","314","test_login_with_empty_credentials[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_login","",""
"","1512","test_reset_password_cancel[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reset_pwd","",""
"","3713","test_search_by_employee_name_filters_results[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_pim","",""
"","782","test_create_employee_with_login","tests.api","2026-09-06","passed","2026-09-06","","test_employees_api","",""
"","1242","test_search_for_non_existent_report_shows_no_results[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reports","",""
"","2560","test_search_by_existing_report_returns_matching_row[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reports","",""
"","4846","test_create_report[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reports","",""
"","4954","test_cancel_report_deletion[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reports","",""
"","8689","test_add_and_delete_employee[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_pim","",""
"","1675","test_successful_login[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_login","",""
"","955","test_page_loads[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_reset_pwd","",""
"","1572","test_login_with_invalid_password[chromium]","tests.ui","2026-09-06","passed","2026-09-06","","test_login","",""
"","316","test_get_employees_returns_data","tests.api","2026-09-06","passed","2026-09-06","","test_employees_api","",""
