"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","293","test_create_employee_with_middle_name","tests.api","2026-08-18","passed","2026-08-18","","test_employees_api","",""
"","1628","test_login_with_invalid_password[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_login","",""
"","9722","test_add_and_delete_employee[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_pim","",""
"","3815","test_search_by_employee_name_filters_results[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_pim","",""
"","5552","test_create_report[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reports","",""
"","895","test_login_with_empty_credentials[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_login","",""
"","824","test_create_employee_with_login","tests.api","2026-08-18","passed","2026-08-18","","test_employees_api","",""
"","5080","test_create_and_delete_report[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reports","",""
"","1001","test_page_loads[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reset_pwd","",""
"","0","test_reset_password[chromium]","tests.ui","2026-08-18","skipped","2026-08-18","","test_reset_pwd","",""
"","2621","test_search_by_existing_report_returns_matching_row[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reports","",""
"","3063","test_search_results_are_filtered_to_the_searched_report[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reports","",""
"","3367","test_reset_restores_full_report_list[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reports","",""
"","2469","test_reset_password_cancel[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reset_pwd","",""
"","1117","test_username_empty[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reset_pwd","",""
"","6010","test_cancel_report_deletion[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reports","",""
"","308","test_create_employee_minimal","tests.api","2026-08-18","passed","2026-08-18","","test_employees_api","",""
"","337","test_get_employees_returns_data","tests.api","2026-08-18","passed","2026-08-18","","test_employees_api","",""
"","1731","test_successful_login[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_login","",""
"","1255","test_search_for_non_existent_report_shows_no_results[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reports","",""
"","2138","test_autocomplete_suggests_matching_report_names[chromium]","tests.ui","2026-08-18","passed","2026-08-18","","test_reports","",""
